id,l0,l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,y
7123,2,2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7124,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7125,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7126,2,6,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7127,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7128,1,5,-2,2,2,2,2,2,-1,2,-2,2,2,2,0.0,0.0,2,2,2,2,0
7129,1,6,-1,0,0,0,0,0,-2,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
7130,2,6,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7131,2,4,0,0,0,0,0,-2,-2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7132,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7133,2,5,-2,-1,-1,-1,-1,0,0,-1,-2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7134,2,6,0,2,2,2,2,3,2,2,0,2,2,2,0.0,0.0,2,2,2,2,1
7135,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7136,1,5,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0
7137,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
7138,2,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7139,2,6,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7140,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
7141,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7142,1,6,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7143,1,4,3,0,0,0,0,0,2,0,4,0,0,0,0.0,0.0,0,0,0,0,1
7144,1,6,0,0,0,0,0,0,-2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7145,2,5,2,2,2,2,2,2,0,2,2,2,2,2,0.0,0.0,2,2,2,2,0
7146,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7147,1,6,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
7148,2,5,-2,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7149,2,6,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7150,1,6,2,0,0,0,0,0,2,0,3,0,0,0,0.0,0.0,0,0,0,0,1
7151,1,5,-2,2,2,2,2,2,2,2,-2,2,2,2,0.0,0.0,2,2,2,2,0
7152,2,6,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0
7153,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7154,1,6,2,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7155,2,5,-1,-2,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7156,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7157,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7158,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7159,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7160,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7161,2,6,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7162,1,6,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7163,1,6,-2,-1,-1,-1,-1,-1,-2,-1,-2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7164,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7165,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0
7166,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7167,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7168,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
7169,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7170,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7171,2,6,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
7172,2,6,0,2,2,2,2,2,2,2,0,2,2,2,0.0,0.0,2,2,2,2,1
7173,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7174,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7175,2,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7176,2,6,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
7177,1,6,-2,-1,-1,-1,-1,2,2,-1,-2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
7178,1,5,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,0
7179,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7180,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7181,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7182,2,5,0,0,0,0,0,2,2,0,0,0,0,0,0.0,0.0,0,0,0,0,1
7183,1,6,0,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,1
7184,2,6,0,0,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0,0,0,0,0
7185,2,5,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7186,2,5,3,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1
7187,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7188,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7189,2,6,-1,-2,-2,-2,-2,-2,-1,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
7190,2,5,0,0,0,0,0,-2,-2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7191,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7192,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7193,1,5,2,3,3,3,3,3,3,3,3,3,3,3,0.0,0.0,3,3,3,3,1
7194,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7195,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7196,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7197,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7198,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7199,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7200,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7201,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7202,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7203,1,6,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
7204,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7205,2,4,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0
7206,1,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,1
7207,2,6,-1,0,0,0,0,0,-2,0,2,0,0,0,0.0,0.0,0,0,0,0,1
7208,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1
7209,1,6,2,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
7210,1,5,0,0,0,0,0,-1,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7211,2,6,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
7212,2,5,3,2,2,2,2,2,2,2,3,2,2,2,0.0,0.0,2,2,2,2,1
7213,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7214,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7215,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7216,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7217,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7218,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1
7219,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7220,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7221,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7222,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7223,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7224,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7225,2,5,0,0,0,0,0,-2,-2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7226,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7227,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7228,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7229,1,6,2,7,7,7,7,7,7,7,2,7,7,7,0.0,0.0,7,7,7,7,0
7230,2,5,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,1
7231,2,5,-2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7232,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7233,1,5,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7234,1,6,0,2,2,2,2,2,2,2,0,2,2,2,0.0,0.0,2,2,2,2,0
7235,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7236,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7237,1,5,0,2,2,2,2,2,0,2,0,2,2,2,0.0,0.0,2,2,2,2,0
7238,2,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7239,2,5,-2,-2,-2,-2,-2,-1,0,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7240,1,6,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7241,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7242,1,5,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7243,1,6,-1,0,0,0,0,-1,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
7244,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7245,1,6,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7246,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7247,1,5,-1,-1,-1,-1,-1,2,-1,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7248,2,5,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7249,1,6,-1,-1,-1,-1,-1,-1,-2,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7250,1,5,0,2,2,2,2,0,0,2,0,2,2,2,0.0,0.0,2,2,2,2,0
7251,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7252,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7253,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
7254,1,5,2,2,2,2,2,-1,2,2,3,2,2,2,0.0,0.0,2,2,2,2,0
7255,1,5,2,2,2,2,2,0,0,2,1,2,2,2,0.0,0.0,2,2,2,2,1
7256,2,6,-1,2,2,2,2,-1,-1,2,-1,2,2,2,0.0,0.0,2,2,2,2,0
7257,1,4,-1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7258,1,6,-2,-2,-2,-2,-2,-1,0,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7259,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7260,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7261,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7262,2,6,0,0,0,0,0,0,-1,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7263,2,6,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
7264,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
7265,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7266,1,5,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7267,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7268,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7269,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
7270,2,5,2,2,2,2,2,2,2,2,-1,2,2,2,0.0,0.0,2,2,2,2,0
7271,2,5,-1,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
7272,2,6,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
7273,2,5,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,1
7274,1,6,0,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
7275,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7276,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7277,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
7278,2,6,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7279,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7280,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
7281,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7282,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7283,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7284,1,5,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7285,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7286,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7287,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7288,2,6,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7289,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7290,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7291,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
7292,2,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7293,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7294,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7295,2,6,3,2,2,2,2,2,2,2,-1,2,2,2,0.0,0.0,2,2,2,2,0
7296,2,6,2,-1,-1,-1,-1,-1,0,-1,2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
7297,2,4,0,2,2,2,2,2,2,2,0,2,2,2,0.0,0.0,2,2,2,2,1
7298,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7299,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
7300,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7301,2,5,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7302,2,6,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7303,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7304,2,6,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,1
7305,1,5,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0
7306,2,5,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
7307,1,5,0,2,2,2,2,2,0,2,0,2,2,2,0.0,0.0,2,2,2,2,1
7308,2,5,-1,-1,-1,-1,-1,-2,-2,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
7309,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7310,2,5,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7311,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7312,2,6,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0
7313,1,6,-1,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
7314,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7315,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
7316,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7317,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7318,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7319,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
7320,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7321,1,5,0,0,0,0,0,-1,-1,0,2,0,0,0,0.0,0.0,0,0,0,0,0
7322,1,5,2,0,0,0,0,0,2,0,3,0,0,0,0.0,0.0,0,0,0,0,0
7323,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7324,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7325,2,5,2,2,2,2,2,0,0,2,2,2,2,2,0.0,0.0,2,2,2,2,1
7326,2,6,0,0,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0,0,0,0,0
7327,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7328,1,6,0,0,0,0,0,0,-2,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
7329,1,6,0,2,2,2,2,2,2,2,0,2,2,2,0.0,0.0,2,2,2,2,0
7330,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7331,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7332,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7333,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
7334,1,6,0,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
7335,2,5,-2,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7336,2,6,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7337,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7338,2,5,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,1
7339,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7340,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1
7341,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7342,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7343,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0
7344,2,5,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7345,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7346,1,6,2,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7347,2,5,-1,2,2,2,2,-1,-1,2,-1,2,2,2,0.0,0.0,2,2,2,2,1
7348,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7349,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7350,2,6,-1,-1,-1,-1,-1,-1,0,-1,2,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
7351,2,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7352,1,5,4,2,2,2,2,0,0,2,1,2,2,2,0.0,0.0,2,2,2,2,0
7353,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7354,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,1
7355,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7356,1,6,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,1
7357,1,5,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7358,1,4,0,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2,2,2,2,1
7359,1,5,-1,2,2,2,2,-2,-2,2,-1,2,2,2,0.0,0.0,2,2,2,2,0
7360,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7361,1,6,-1,2,2,2,2,2,-1,2,-1,2,2,2,0.0,0.0,2,2,2,2,0
7362,1,6,-1,0,0,0,0,0,0,0,-1,0,0,0,0.0,0.0,0,0,0,0,0
7363,1,5,2,2,2,2,2,2,2,2,1,2,2,2,0.0,0.0,2,2,2,2,1
7364,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7365,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7366,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7367,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,0
7368,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,-1,-1,-1,1
7369,1,6,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1
7370,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7371,2,5,0,0,0,0,0,2,2,0,0,0,0,0,0.0,0.0,0,0,0,0,1
7372,2,6,0,2,2,2,2,0,0,2,0,2,2,2,0.0,0.0,2,2,2,2,0
7373,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7374,2,5,3,2,2,2,2,2,2,2,3,2,2,2,0.0,0.0,2,2,2,2,1
7375,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7376,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7377,2,4,-2,-2,-2,-2,-2,-1,-1,-2,1,-2,-2,-2,0.0,0.0,-2,-2,-2,-2,0
7378,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7379,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
7380,2,6,0,2,2,2,2,0,0,2,0,2,2,2,0.0,0.0,2,2,2,2,0
7381,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
